exam_set_id,subject,year,grade,session,syllabus,question_paper_file_name,memo_file_name,group_id,group_title,group_instructions,question_id,parent_id,question_text,marks,scenario,context,options,match_data,guide_table,memo_question_text,marker_instruction,model_answers,sub_answers,essay_structure,memo_structured_answer,memo_marks,memo_max_marks,memo_notes,memo_topic
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.1,,Xela indawo abancokola bekuyo aba bantu bakule khathuni.,1,"ISICATSHULWA E
Cartoon showing an elderly man (Utatomkhulu) with a telescope looking at the night sky where a crescent moon is visible. An elderly woman (Umhakhulu) is standing behind him. 
Text bubbles: 
Utatomkhulu: 'Ukukhanya kwale nyanga kuwakhanyisa abemahle oku kwamaso amazinyo akho!'
Umhakhulu: 'Hayi bo! Uncoma ubuhle bamazinyo kaNomso kum? Yeyiphi le nyanga ubumbuka amazinyo ngayo? Oh! nguMeyi!'",,,,,,,"[""Kuphandle"", ""kusecaleni kwendlu"", ""bahleli kwiveranda.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.2,,Yiyiphi into ebubungqina bokuba utatomkhulu uyamthanda umhakhulu?,2,,,,,,,,"[""Kukuba utatomkhulu ugone umakhulu"", ""umjonge ngothando.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.3,,Nika iintsingiselo EZIMBINI ezahlukileyo zegama 'inyanga' ezivela kule ncoko.,2,,,,,,,,"[""Utatomkhulu uthetha ngenyanga le ibasesibhakabhakeni lakutshona ilanga kanti umhakhulu uthetha ngenyanga le iyeyonyaka yenziwa ziiveki.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.4,,Khetha impendulo echanekileyo kwezi zilandelayo. Isikhuzo 'Hayi bo!' esikwintetho kamhakhulu sibonisa:,1,,,"[{""text"": ""Ukonwaba"", ""label"": ""A""}, {""text"": ""Ukuvuya"", ""label"": ""B""}, {""text"": ""Ukudelela"", ""label"": ""C""}, {""text"": ""Ukothuka"", ""label"": ""D""}]",,,,,"[""D/D Ukothuka"", ""Ukothuka.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.5,,Ingaba ityhila ntoni ngesigama le khathuni?,2,,,,,,,,"[""Intsingiselo yolwimi ivakala xa uwuvile umxholo elisetyenziswe kuwo igama"", ""ulwimi lutyebile, igama liyakwazi ukuba neentsingiselo ezahlukileyo.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 4,IKHATHUNI,Funda le khathuni uze uphendule imibuzo elandelayo.,4.6,,Uyavumelana noluvo lokuba intetho kamhakhulu yintetho egweba phambi kokuba uve? Xhasa impendulo yakho.,2,,,,,,,Nayiphi impendulo echanekileyo iya kwamkeleka.,"[""Ndiyavumelana kuba umhakhulu uyayicingela into yokuba utatomkhulu uncoma amazinyo kaNomso abe yena utatomkhulu engathethi loo nto."", ""Andivumelani kuba umhakhulu akawevanga amagama asetyenzisiweyo.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1,,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,,"ISICATSHULWA F

Yaqokelelwa imali msinyane yema indlu yesikolo, nezindlu zangasese ngephanyazo. Ginya iintliziyo zabantu osebenza nabo ukuze impumelelo ibesentendeni yesandla sakho. Waqala phantsi umfo kaNqatha yakuba imi indlu, wacanda iindledlana zeenyawo nezeemoto zaphahlwa ziiheji, akaze afune kubona matye amhlophe aza kukhubekisa abantwana badumbe iinyheke, izilonda phantsi kweenyawo nokusikeka kweminwe. Saqala kaloku esi sikolo saliziko lempucuko lenene, sayeka ukutsitsitheka sixele umlilo weenkuni ezimanzi.

Lo mfana kaNqatha akaphelelanga ekulungiseni imihlaba yesikolo kuphela. Watsheleza, wabila esoma phambi kwabantwana bebanga lesithandathu. Abantwana besikolo babesithi ukumbiza nguWagaxaza, ibe ilali isithi ukumbiza ngunonqane wejojo, kuba wayezigaxela emsebenzini engazoyikiseli.",,,,,,,,,,,,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.1,5.1,"Bhala kwakhona esi sivakalisi silandelayo sibe kwisininzi.

Yaqokelelwa imali msinyane yema indlu yesikolo.",2,,,,,,,,"[""Yaqokelelwa imali msinyane zema izindlu zesikolo.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.2,5.1,Nika igama lemboleko endaweni yeli binzana 'nezindlu zangasese'.,1,,,,,,,,"[""Neethoyilethi.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.3,5.1,"Nika udidi lwesichazi olubhalwe ngqindilili kwesi sivakalisi silandelayo.

Akaze afune kubona matye amhlophe.",1,,,,,,,,"[""Sisibaluli.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.4,5.1,Chonga isibizo esingenaceba kwisivakalisi esibhalwe ngqindilili kwisicatshulwa uchaze nesizathu soko.,2,,,,,,,,"[""Mfana kuba wandulelwa sisimelabizo sokwalatha.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.5,5.1,"Ntsingiselo ni eziswa sisimamva u –ana esikrwelelwe umgca kwesi sivakalisi silandelayo.

Aza kukhubekisa abantwana badumbe iinyheke.",2,,,,,,,,"[""Ubuncinane ngokobudala"", ""ngokuzalwa"", ""ngokweminyaka.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.6,5.1,"Bhala kwakhona esi sivakalisi silandelayo ufake iimpawu zobhalo ezichanekileyo.

nguWagaxazalo, yatsho ilali",3,,,,,,,,"[""'NguWagaxaza lo', yatsho ilali.""]",,,,3,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.7,5.1,"Bhala izivumelanisi ngendlela echanekileyo kwesi sivakalisi silandelayo.

UNqatha akabafuni amatye siqatywe mhlophe.",2,,,,,,,,"[""UNqatha akawafuni amatye aqatywe mhlophe.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.1.8,5.1,"Xela ukuba isenzi esikrwelelwe umgca ngaphantsi sikwimo evumayo okanye sikwimo elandulayo.

Wayezigaxela emsebenzini engazoyikiseli.",1,,,,,,,,"[""Sikwimo elandulayo.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.2,,Funda lo mfanekiso uze uphendule imibuzo elandelayo.,,"ISICATSHULWA G: UMFANEKISO
An image of a mother cheetah/leopard caring for a small deer. Text: 'UTHANDO LOBUZALI LUGUQULA OKUNINZI. LUYAMANGALISA.'",,,,,,,,,,,,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.2.1,5.2,"Bhala kwakhona esi sivakalisi silandelayo isenzi sibe kwisixando sokwenziwa.

Uthando lobuzali luguqula okuninzi.",2,,,,,,,,"[""Okuninzi kuguqulwa luthando lobuzali."", ""Uthando lobuzali luguqulwa kokuninzi.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.2.2,5.2,"Landelelanisa ngokuchanekileyo amagama akwesi sivakalisi silandelayo.

Esitya sasendle ingwe ezinye sisilo.",2,,,,,,,,"[""Ingwe sisilo sasendle esitya ezinye.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 5,IPROZI & UMFANEKISO,Funda esi sicatshulwa uze uphendule imibuzo ebuzwe kuso.,5.2.3,5.2,Bhala isaci ngegama 'ingwe'.,2,,,,,,,,"[""Kubambene ingwe nengonyama.""]",,,,2,,,
